day,price,momentum,mean_reversion,buy_hold
60,103.28424351770155,103242.20386572099,97640.73399048104,102888.7867674771
61,102.05909751949989,102075.46874463052,98788.39018311602,101727.64106613459
62,103.33455355512433,103290.11528827038,97593.60603504984,102936.46866316428
63,103.37081377202759,103324.64673890687,97559.63925677493,102970.83468570263
64,104.00802819527794,103931.48090264155,96962.72829273224,103574.76171927794
65,103.2086119562148,103170.17816496448,97711.58189760911,102817.10611665256
66,103.21198187044823,103173.38741292103,97708.42512858377,102820.299990225
67,101.64718768884823,101683.19740158312,99174.24694520682,101337.24895784388
68,99.31565729224162,99462.82660201809,101330.39727628576,99127.51517791644
69,97.47878476330126,97713.53003195475,101330.39727628576,97386.59887567657
70,98.27260552906822,98469.50406984962,101330.39727628576,98138.951306456
71,97.58078976656068,97810.67177669735,101330.39727628576,97483.27524830805
72,98.28572642495998,98481.99940516439,101330.39727628576,98151.38678099115
73,97.95680874067466,98168.7634196029,101330.39727628576,97839.6513994415
74,98.37817007795202,98570.03565294713,101330.39727628576,98239.00127791289
75,99.13615237106303,99291.87987709302,101330.39727628576,98957.38739893967
76,98.68948653275483,98866.5095769733,101330.39727628576,98534.05489909931
77,96.41313323679984,96698.68521783635,101301.51618778448,96376.6158279888
78,96.92445103055182,97185.62508368467,101812.04241760488,96861.22293531032
79,96.33237382305661,96621.77614372502,101220.88179656117,96300.0751983426
80,95.04933094247373,95399.90447060321,99939.82517673304,95084.05708489839
81,93.62330228043051,93988.31784355312,98516.0041297348,93732.522611984
82,94.54785480073167,93106.06622100355,99439.12536319859,94608.77751237045
83,94.6512106799477,93007.43916614607,99542.32123862226,94706.73419266513
84,94.85517257549313,92812.80910529822,99745.96738360726,94900.0413402197
85,95.27872925262149,92408.6313464009,100168.86835856237,95301.47187637164
86,94.38880986969994,93257.8343957475,99280.32664740217,94458.04091586775
87,93.84545090320434,93776.33314978416,98737.80884732993,93943.06643188106
88,93.90581388317531,93718.73194720026,98798.0783802151,94000.27611531178
89,92.7170616542549,94853.09539302463,97611.16644200917,92873.6230122544
90,91.75722329633479,95769.01842613095,96652.81399643858,91963.92556809791
91,91.27890626264896,96225.45110009625,96175.23743866882,91510.59529696417
92,89.9615712618037,97482.51429165888,94859.9417857305,90262.07644639064
93,90.29261858786765,97166.61331886669,95190.47662205488,90575.83021954447
94,90.98052765023519,96510.17804546263,95877.32074201551,91227.80365932641
95,90.99472028991667,96496.63475926491,95891.49141026982,91241.25489091926
96,92.73594829497279,94835.07286963955,97630.02384458248,92891.52303536555
97,91.20783749344787,96293.26827171548,96104.27869003624,91443.23908310992
98,91.92048857241022,95613.22299908844,96815.82652382152,92118.66204340107
99,91.00716475448588,96484.7596642142,95903.91660973732,91253.04927016978
100,90.53823019953155,96932.23913443755,95435.70800581483,90808.61134726473
101,89.22130590123825,98188.9104142538,94120.82241962559,89560.48174458774
102,89.81183996217574,97625.39496002825,94710.4422830352,90120.1669472986
103,90.0453249296802,97402.59259142441,94943.56579572409,90341.45491358494
104,91.50982913590984,96005.09360266403,96378.39420160526,91729.45501002866
105,90.70058553114612,96777.31201931825,96378.39420160526,90962.48541261775
106,91.21612340788614,96285.36146134294,96378.39420160526,91451.09215037359
107,90.89564371668197,96591.1782985162,96378.39420160526,91147.35397030727
108,92.08682082562075,95454.5009178058,96378.39420160526,92276.30528028346
109,91.44120639992852,96070.57665401473,96378.39420160526,91664.41705127433
110,89.9486329257113,97494.86066221108,96378.39420160526,90249.81399492912
111,88.16875074812516,99193.30818643708,96350.9245280683,88562.91092996065
112,87.88158690001345,99467.33347474803,96052.71716091184,88290.74820951319
113,89.58352280744987,97843.2659579324,97820.10476684828,89903.77683286175
114,88.45551906690805,98919.66033086734,96648.72115494336,88834.69878310201
115,87.85291896868381,99494.68976698167,96022.9467410632,88263.5778597927
116,88.77736870636203,98612.53622445879,96982.94823203869,89139.73534680884
117,87.61630016745757,99720.48258753402,95777.22824203424,88039.31976785594
118,87.43805136715794,99890.57600010796,95592.12449103745,87870.38249136711
119,85.27662496730792,101953.1110172295,93347.57567251418,85821.86666008011
120,84.3293090994149,102857.08449971303,92363.82868386115,84924.03754466683
121,83.55845910171747,103592.66592562202,91563.33394959194,84193.45591397134
122,84.02204495805489,103150.29043589701,92044.74802235354,84632.82454846837
123,83.77453420576893,103386.47686988307,91787.71869826745,84398.24348917033
124,84.21810790430499,102963.19792503063,92248.3510015678,84818.64537926324
125,82.91728207396038,104204.50728742582,90897.4990452823,83585.77327804669
126,81.90339835072471,105172.0029572336,89844.62418761123,82624.8537397841
127,82.19009057069947,104898.4277187359,90142.34178913067,82896.56946943645
128,83.4447091115686,103701.2115313829,91445.20945272568,84085.6480998145
129,82.81936351987025,104297.94579018993,90795.81481726059,83492.96988291638
130,83.02025942556888,104106.24144146516,91004.43661803682,83683.37120460512
131,83.87635709076329,103289.31267041748,91893.45740684832,84494.7472571972
132,84.5787493034345,102619.05689187773,92596.5139941431,85160.44726323466
133,83.97464945623726,103195.51745919963,92596.5139941431,84587.90493621049
134,85.16110139216222,102063.34906144772,92596.5139941431,85712.37791108117
135,86.38503782120046,100895.41119236403,92596.5139941431,86872.37722984016
136,85.69174214517597,101556.98662658593,92596.5139941431,86215.2985672507
137,86.71149610809482,100583.88929719523,92570.12574698855,87181.7816902485
138,85.85982787546726,101396.59129476789,93434.12230237525,86374.60368147484
139,86.33279493429336,100945.26381915201,92954.30880930132,86822.8634546273
140,85.49820486744254,101741.6690254274,93800.97998393748,86031.8714667912
141,86.34441320224076,100934.17711988643,92942.52236112638,86833.87479687057
142,86.97698506579434,100330.54721163897,92300.79370411324,87433.40179302743
143,86.40126909767102,100879.92254278732,92884.84344823136,86887.76060204949
144,84.39760368618758,102791.91458381478,94891.82541390903,84988.76449637092
145,83.98112742583969,103189.33587506345,94891.82541390903,84594.04450371373
146,84.47483066050663,102718.22096241252,94891.82541390903,85061.95721739346
147,81.73866125124619,105329.20286758775,94864.77944072138,82468.72232753453
148,82.26553683386099,104826.43333590962,95445.85546745402,82968.07450171908
149,83.99143030156613,103179.50438509723,97349.29406257886,84603.8091683976
150,84.0289878019784,103143.66524675727,97390.71515673028,84639.40470576285
151,84.59225565000663,102606.16849893484,97983.9407245509,85173.2480529251
152,84.10280119006599,103073.22903034315,97983.9407245509,84709.36216259268
153,84.30330148270332,102881.90219426106,97983.9407245509,84899.38853761693
154,84.23727178754243,102944.9108437569,97983.9407245509,84836.80816204574
155,83.42624306545741,103718.8327035564,97983.9407245509,84068.14669990439
156,83.44091465242094,103704.83238327202,97983.9407245509,84082.05185909323
157,83.07767244114844,104051.45523404233,97983.9407245509,83737.78502658158
158,83.32449247875181,103815.92791258481,97983.9407245509,83971.71145338216
159,83.41111625256912,103733.2674218895,97983.9407245509,84053.81009529886
160,83.14843210577473,103983.93302458766,97983.9407245509,83804.84828314844
161,80.96232520754045,106070.01933735411,97956.01343974953,81732.94123591823
162,80.62998597273035,106387.15311040638,97573.91334059145,81417.9630419286
163,81.3846582109857,105667.0092656013,98441.5819961867,82133.2120217718
164,81.32123745902098,105727.52833844529,98368.66531023402,82073.1043010366
165,82.76368642136575,104351.07550366304,99998.54605692261,83440.20129559159
166,84.0286383548626,103143.99870567728,99998.54605692261,84639.073513385
167,84.92247280189306,102291.05971749904,99998.54605692261,85486.21501929917
168,83.15721866845938,103975.54847204473,99998.54605692261,83813.17584533762
169,84.6793228357612,102523.08488365491,99998.54605692261,85255.76694342085
170,82.97289545684265,104151.43837440466,99998.54605692261,83638.48147818419
171,83.18936643278187,103944.87155903863,99998.54605692261,83843.64424535331
172,83.40444531201292,103739.63314801149,99998.54605692261,84047.48763743498
173,84.91477527800738,102298.40505785412,99998.54605692261,85478.9196057044
174,83.95400573416026,103215.21667249253,99998.54605692261,84568.33961976282
175,84.95027864333197,102211.05804907251,99998.54605692261,85512.56831376888
176,86.28891622931089,103741.95804697406,99970.04837126874,86781.27692555594
177,86.6494088924371,104154.22662736049,99573.16883488704,87122.9378433314
178,86.47295103515775,103952.42493273594,99767.43773340111,86955.69795294382
179,85.71834684767177,103089.44038700171,100598.20903810386,86240.51346897168
180,85.53439527500204,102879.06868881863,100800.72804152747,86066.17132675012
181,85.44712320837543,102779.26213324681,100896.8090464541,85983.45825813666
182,84.27605325413424,101439.9967418755,102158.24609023295,84873.56372692612
183,84.10781596184593,101247.59629450363,102158.24609023295,84714.11496813915
184,84.23068539521515,101388.11290426963,102158.24609023295,84830.56583570308
185,84.35561507675278,101530.98566625318,102158.24609023295,84948.96932630782
186,85.3043981353383,102616.03810883452,102158.24609023295,85848.18898796468
187,84.62177732197414,101835.37558098344,102158.24609023295,85201.2275447994
188,85.44519553179815,102777.05759327346,102158.24609023295,85981.63128129097
189,85.01315682994783,102282.96714289038,102158.24609023295,85572.16181218
190,84.72437655287071,101952.71067153329,102158.24609023295,85298.46710326138
191,86.1926985253374,103631.92103295778,102158.24609023295,86690.08552997872
192,86.20159728436005,103642.09788015808,102158.24609023295,86698.51942749102
193,86.68476202909989,104194.65737382224,102129.13293110392,87156.44417051626
194,88.94895994393636,106784.0517098083,99594.18724690111,89302.36284442132
195,90.94046748823597,109061.59040087955,97364.53964348292,91189.83619669848
196,90.4876273003998,108543.7108419389,97871.52945752125,90760.65188864629
197,89.93491799076403,107911.61841466495,98490.33052164159,90236.81551329381
198,89.8707490070686,107838.23313246935,98562.17269021376,90175.9986476412
199,89.88300254351137,107852.24658847194,98548.45390303606,90187.61207264331
200,88.39948658650908,106155.65999980172,100209.36541081851,88781.5933786471
201,88.67811839873428,106474.31042857996,99897.41542391425,89045.6697674999
202,86.88947412512837,104428.77133466046,101870.75601319807,87350.4623288951
203,86.4688835537372,103947.77325750778,101870.75601319807,86951.8429523368
204,86.81765202458094,104346.6337533397,101870.75601319807,87282.39213690617
205,86.53274002999483,104020.8011482474,101870.75601319807,87012.36363560088
206,85.5089559007556,102849.97557325964,101870.75601319807,86042.0608777959
207,86.40492826621235,103874.63236368925,101870.75601319807,86891.22861959881
208,86.9049842290499,104446.50908407794,101870.75601319807,87365.1622018264
209,88.29289965994352,106033.76447903892,101870.75601319807,88680.57443740859
210,88.87349922719467,106697.75291444239,101870.75601319807,89230.84411359785
211,89.44332392563304,107349.41893576185,101870.75601319807,89770.9017884233
212,91.47837329178283,109676.75316199307,101841.72478327865,91699.64238504862
213,92.35543871374044,110679.78749084954,100913.85572884404,92530.89086155435
214,93.53696469536918,112031.01066113975,99663.8903694563,93650.69520863336
215,92.18248332500706,110481.99130835601,101096.8294831225,92366.97047455837
216,93.4961226225578,111984.30262766144,99707.0982015426,93611.98668136522
217,94.99881181980537,113702.81622163819,98117.36638718475,95036.17702635184
218,93.54382614593082,112038.85759055549,99656.63147236005,93657.19822446683
219,93.17352638853032,111615.37336766717,100048.38068188843,93306.24252437484
220,93.07541361975878,111503.16910933788,100152.17659004865,93213.25506012724
221,92.0373802922817,110316.0477887496,101250.33754580496,92229.44746673063
222,92.38241220727042,110710.63506424877,100885.31980745222,92556.45528906625
223,92.49919875721281,110844.19513378094,100761.76844748198,92667.14103642965
224,92.40976257883202,110741.91364495263,100856.385177533,92582.37690691056
225,91.67038179078233,109896.33896609287,101609.49823139927,91881.62056851553
226,92.89442146621174,111296.18187815034,101609.49823139927,93041.7177401863
227,91.78553209043005,110028.02777816232,101609.49823139927,91990.75554152325
228,92.24790618203764,110556.81055199586,101609.49823139927,92428.97571256438
229,91.6275689813177,109847.37714804288,101609.49823139927,91841.04425373735
230,90.89788886235792,109012.89640113675,101609.49823139927,91149.48183201057
231,90.57249958950587,108640.77295088855,101580.53759382285,90841.09054151154
232,89.34665517054641,107238.86608821794,100274.07520136914,89679.2829041534
233,88.29861577115845,106040.30156924063,99157.11122132963,88685.9919451794
234,87.89773133742368,105581.8399324306,98729.86251970471,88306.04927904041
235,87.10050244868717,104670.10869398544,97880.20366805693,87550.46676193531
236,87.54640496435852,105180.05415454591,98355.43107735543,87973.07581428465
237,86.19265769714923,103572.77156224585,96912.65427294072,86690.04683461077
238,85.63554990557523,104209.10671982805,96318.90814416835,86162.04174924128
239,86.13842029559012,103634.72216855572,96854.84993471847,86638.64273602597
240,86.08027178308092,103701.14009239443,96792.87727032858,86583.53183868097
241,88.04055828814415,101462.07748912081,98882.08252157374,88441.41510491616
242,89.28454099731478,100041.1856164131,100179.33106814681,89620.41350789678
243,87.27224659418782,102339.65226053921,100179.33106814681,87713.23917973004
244,87.67823980145906,101875.92198170692,100179.33106814681,88098.02374262232
245,88.36057368997524,101096.55208410433,100179.33106814681,88744.71324958217
246,88.33673704019516,101123.77858950141,100179.33106814681,88722.1218005082
247,89.32104286740743,99999.49274546647,100179.33106814681,89655.00855992426
248,88.69839969084417,100710.68320065012,100179.33106814681,89064.89158692847
249,87.99047890291077,101519.27875963988,100179.33106814681,88393.95181239839
250,89.26608644855799,100062.26462189261,100179.33106814681,89602.92300473175
251,89.84952363828928,99395.85571201528,100150.78186219967,90155.88206908347
252,89.79571742640682,99457.31380833879,100207.77444925696,90104.88663529472
253,91.33519703675067,97698.90185420866,98577.12767733577,91563.9455021392
254,93.10797645142817,95674.01208375664,96699.3652110784,93244.11684482225
255,92.7916752404842,95976.12476503146,97034.3976110628,92944.33886574373
256,91.33651038547958,94545.39483580009,98575.7365527955,91565.19024295636
257,92.21455445640667,95408.69491285944,97645.69518021635,92397.36624487188
258,94.72655797538498,97878.51721826784,94984.9321524022,94778.14542719
259,94.27589036646907,97435.41715713486,95462.28805679383,94351.02020489395
260,94.73660067383086,97888.39128111876,94974.29473070975,94787.66350597198
261,95.29432908426305,98436.75439368545,94383.53794122758,95316.2567897443
262,95.05632666411546,98202.74847706125,94635.63473777847,95090.6873576365
263,95.4710223019717,98610.48060346747,94196.38104539015,95483.71974558786
264,95.17018920278262,98314.69905182198,94515.0293202901,95198.60184089922
265,92.92049133494429,96102.77779755688,96897.95309618162,93066.42574727918
266,94.1678353198986,97329.17655587159,95576.74206560047,94248.60983664573
267,93.12861603485007,96307.40769646036,96647.9082967554,93263.67823881366
268,93.87926906298216,97045.4558633901,96647.9082967554,93975.11796770697
269,93.54880076993274,96720.53674793613,96647.9082967554,93661.91297951162
270,92.67340967475995,95859.84509823135,96647.9082967554,92832.25136477723
271,93.49387093813091,96666.52929022697,96647.9082967554,93609.85262248824
272,93.78554836454522,96953.308909881,96647.9082967554,93886.29313680796
273,93.4037189666183,96577.89113807623,96647.9082967554,93524.41009209343
274,93.16725461227314,96345.39746026753,96647.9082967554,93300.29837890035
275,94.92546059002616,98074.07988787933,96647.9082967554,94966.65758518211
276,95.72168987621055,98856.93900267764,96620.3654792011,95721.29271788719
277,94.84026981820425,97990.31962764438,97465.8168580361,94885.91708679232
278,92.69509757293737,95881.16881624024,99523.44967013903,92852.80631069945
279,93.32659020455148,96502.05751145033,98917.72676733839,93451.3104528217
280,92.77997488430448,95964.62087960473,99442.03600218888,92933.24972346828
281,93.8693428862678,97035.696365654,98370.10911830666,93965.71032368776
282,94.97088309318478,98118.73966268501,98370.10911830666,95009.70726608894
283,95.90519640678052,99037.36411711943,98342.07550624,95895.21306652512
284,96.98832947623085,100102.30936677493,97286.65279597751,96921.76444033708
285,99.11619797285017,102194.44699167118,95213.22267079088,98938.47539682583
286,96.6206465354999,99740.80050682525,97644.92911194343,96573.2888572528
287,97.8406782542226,100940.34562268267,96456.11010207425,97729.58744352395
288,98.18709731599046,101280.94766376616,96118.55366014678,98057.90994959693
289,97.1203228010948,100232.08627809337,97158.03632530214,97046.86257720947
290,97.1245795496724,100236.27154794114,97153.8884793473,97050.89695786274
291,97.24377998842908,100353.47038951579,97037.7376076904,97163.87049510941
292,96.84793154458623,99964.2689776635,97423.45885398735,96788.70074421774
293,97.9297061286977,101027.87855347696,96369.35987422356,97813.96459849011
294,97.65641139577504,100759.17294768323,96635.66276521375,97554.9464857113
295,97.93596786370215,101034.03514229845,96363.25833645712,97819.89922725601
296,98.48219204398362,101571.0872021464,95831.00849474917,98337.58924937104
297,99.52816256665778,102599.49393334042,94811.79758241346,99328.9194075047
298,100.49406330879432,103549.17540461067,93870.60798358821,100244.36254350778
299,99.69745842337069,102765.94699758328,94646.83291004976,99489.37143245996
300,97.70475242731591,100806.70224334864,96559.99502722535,97600.76223424621
301,96.61040765062116,99730.73355187675,96559.99502722535,96563.5848406042
302,97.07381041619645,100186.35492269049,96559.99502722535,97002.77994880176
303,97.67270628163281,100775.19421208496,96559.99502722535,97570.39014442252
304,97.56699406600382,100671.25710127197,96559.99502722535,97470.2002201709
305,97.66795429417915,100770.52201934342,96559.99502722535,97565.88639563441
306,96.44921107872594,99572.24377038787,96559.99502722535,96410.80900262081
307,96.60676212045391,99727.14923694484,96559.99502722535,96560.12974897512
308,97.01851178212792,100131.98485559096,96559.99502722535,96950.37005534169
309,97.77771849061837,100878.44307066865,96559.99502722535,97669.91662961777
310,96.32060329280893,99445.79554851746,96559.99502722535,96288.9195478163
311,95.85317306245928,98986.21434155748,96532.47359400267,95845.90736523177
312,95.49994691898553,98638.91952233698,96194.43430026608,95511.13337201107
313,95.12550983539032,98270.76993415023,95836.09602427513,95156.25647515307
314,95.69311603761825,98828.84497200722,96379.29817187013,95694.2115456016
315,96.1463701440979,99274.48809859675,96813.06475701244,96123.7881496367
316,95.79429043945974,98928.32046737042,96476.1226113252,95790.10070653146
317,95.5292066964949,98611.39390778416,96222.43606261267,95538.8646505094
318,96.38926839717726,97767.49195012257,97045.51967417488,96353.99766167911
319,97.33820121968114,96836.38867466568,97953.65342092437,97253.35926374982
320,97.20738323404117,96964.74871452249,97828.45991446733,97129.37506765638
321,98.26110284945149,95930.82749053858,98836.87517809057,98128.0495143345
322,97.41133257739422,96764.63138575075,98023.64051833515,97322.67031873146
323,96.70331231640093,97459.34861806358,97318.29954737518,96651.63626750614
324,97.48445245153533,96636.62829845696,97318.29954737518,97391.97049003046
325,98.15561374594714,97269.0542335291,97290.56568105186,98028.07104707236
326,97.71833782611836,96857.01522772705,97702.43414135052,97613.63794656428
327,100.00330663378901,99010.10949408852,95550.23105407719,99779.2424644119
328,99.23625257686071,98287.32514516551,96272.7162380695,99052.25847866083
329,99.40184686930704,98443.36233937643,96116.74362862231,99209.20230504818
330,97.95881558271394,97083.61406670256,97475.9290930417,97841.55340623138
331,97.12273805673499,96295.78986473716,98235.98152317444,97049.15166251715
332,97.90888197876761,97036.56232753016,98235.98152317444,97794.2282795445
333,98.18393692940717,97295.7427746191,98235.98152317444,98054.91465817766
334,97.46529481529785,96618.5763247926,98235.98152317444,97373.81362791143
335,96.70818363371791,95905.16100875608,98235.98152317444,96656.25311249505
336,95.8893017821066,95133.54005112509,98207.98240195669,95880.14875978808
337,96.13522235202055,95365.26757724473,98447.32439014089,96113.22270611482
338,95.61291171868491,94819.03790210589,97938.98600479947,95618.19701321505
339,95.97450298749045,94478.18413748883,98290.90440355825,95960.89914670185
340,95.27303851127613,95139.41915085795,97608.20469105974,95296.07841317597
341,94.2966307537069,96059.82926216447,96657.91666083576,94370.6771368194
342,93.7062099008969,96616.38907914648,96083.29006157893,93811.09922836635
343,94.0674169134011,96275.8975334716,96434.83448321508,94153.43717868383
344,94.38998598125062,95971.8280201542,96748.77455765796,94459.15558862788
345,94.00526894121897,96334.48127735339,96374.34902147068,94094.5357490972
346,93.93303177052464,96402.57559737883,96304.04425574558,94026.07216977522
347,93.84890317299836,96481.87936285278,96222.1661688408,93946.33835884903
348,95.52037763209259,94906.26509615453,97821.03960382295,95530.49680684615
349,96.58369354953221,93903.9310668131,97821.03960382295,96538.26625515384
350,95.79220534900357,94650.02688292987,97821.03960382295,95788.12453893703
351,96.1064826357246,94353.77361147682,97821.03960382295,96085.98432139673
352,96.05008683169662,94406.93507794432,97821.03960382295,96032.53457294473
353,94.49746981958141,95870.50845275544,97821.03960382295,94561.02458793472
354,94.90953843678764,95482.0722498591,97821.03960382295,94951.5671879428
355,95.74723370443859,94692.41937321768,97821.03960382295,95745.5021642604
356,96.3871766660204,94089.17757394555,97821.03960382295,96352.01520028697
357,95.93654146771155,94513.96853839532,97821.03960382295,95924.92069550305
358,95.77234577346661,94668.74749835797,97821.03960382295,95769.30240606546
359,95.9883638383751,94465.11821579102,97821.03960382295,95974.0359217844
360,95.29231162961847,95121.25135890712,97821.03960382295,95314.34472474009
361,95.62302940243909,94809.5004743682,97821.03960382295,95627.78616015422
362,96.72781049773369,93768.07932320805,97793.16246613562,96674.85469044266
363,96.89689450972463,93608.6923938332,97630.71719769815,96835.10593721425
364,96.94751688947366,93560.97324185165,97582.08240384364,96883.08385880367
365,96.71318549613142,93781.86557106224,97807.21324647378,96660.99368304638
366,97.37234041226061,93160.51363584914,97173.93872198346,97285.71506197235
367,97.53663999411798,92951.54367957496,97016.0900326561,97441.4318120463
368,98.11231214736017,93473.02686183344,96463.02048832561,97987.03147698494
369,99.30730189588486,94555.5302508149,95314.94960809652,99119.59625839427
370,97.92900413861112,93306.97393883283,96639.13127690551,97813.29927960354
371,97.30995305730312,92746.19515868358,97233.87656296464,97226.58675470664
372,98.31981933997766,93661.00105953997,96263.66064814595,98183.69871914148
373,99.3868283048417,94627.57070749294,95238.54564358949,99194.96829408553
374,99.59469429804885,94815.86993129678,95038.84109040345,99391.97559347845
375,99.03159546625666,94305.77652296495,95579.8309794546,98858.29243332756
376,98.21959007246659,93570.20653859132,96359.95461511781,98088.7053197507
377,98.82944597356789,94122.65569604018,95774.04347901419,98666.70301067208
378,99.45137605442326,94686.04247075236,95176.53223153269,99256.14413930559
379,99.69883795351514,94910.21037239458,94938.78642604414,99490.67889744735
380,101.21727140683409,96285.71117580302,93479.97120735845,100929.79103566104
381,99.62544189423107,94843.72320544526,95009.30073672473,99421.11696861743
382,98.49413340307949,93818.90665185808,96067.8006956689,98348.90680483195
383,98.29160261519603,93635.44042168531,96067.8006956689,98156.95600542879
384,97.95055401388296,93326.49528873789,96067.8006956689,97833.72341278693
385,98.57007495465318,93887.69969970181,96067.8006956689,98420.88125219783
386,98.91937871268763,94204.12291782822,96067.8006956689,98751.93776113621
387,98.62752237910742,93939.7395031702,96067.8006956689,98475.3276855667
388,99.32770377281214,94574.01166535643,96067.8006956689,99138.93236342029
389,100.63543029906094,95758.63973289673,96040.42319775884,100378.34467567877
390,100.29454965480804,95449.84674693386,96349.56155003689,100055.27126620259
391,100.1472410286864,95316.40452519116,96483.15301884965,99915.65788278307
392,99.38085161225759,94622.15661085723,97151.13760810057,99189.30381743336
393,101.1013683883943,96180.71829999874,97123.45137975388,100819.94266507376
394,100.9832751319737,96073.74135693377,97231.25654271647,100708.01847215994
395,100.11224265890738,95284.70060978823,98026.4060758124,99882.48778984512
396,100.8963334474951,95994.98363687129,97310.62400829025,100625.61852688975
397,100.77557284745963,95885.59043165324,97420.86414020698,100511.16632949568
398,101.31578506419568,96374.95157982034,96927.71433788304,101023.15844651399
399,100.90373701466808,96001.69029403316,97303.8654279125,100632.63533975134
400,102.00216128784062,96996.71807541516,96301.13410048027,101673.67912140406
401,100.9950859952306,96084.44044411687,97220.4746227599,100719.21234874283
402,98.18276173328528,93536.84491182961,99787.7937445464,98053.80085302531
403,99.57340399147718,94796.58371646126,98518.30199022399,99371.79746940813
404,99.33101261240273,94577.00903840907,98739.57662447388,99142.06835282293
405,97.14607586157956,92597.7439941723,100734.1652201724,97071.27032577345
406,97.81560502639721,93204.2492724241,100122.96435308566,97705.82401389927
407,97.62057584392687,93027.57850915182,100301.002908681,97520.98294418662
408,97.83788175368265,93224.42905456171,100102.6283382439,97726.93702913618
409,97.74680296645315,93088.81803596509,100185.77248886958,97640.61609887132
410,97.60245728277894,93219.48627809575,100317.5430100924,97503.81087700253
411,97.02469445889598,93742.50332054251,100844.97207141483,96956.22975578764
412,97.20050115405736,93583.35514772017,100684.4813711306,97122.85250005937
413,96.75042240014963,93990.78679442064,101095.34999209749,96696.28537162514
414,96.738372014418,94001.69534866672,101106.35056771827,96684.86448496157
415,95.833956770037,94820.41293779932,101931.97461909578,95827.69491106336
416,95.03441890886307,95544.19077567577,102661.85803522941,95069.92403973422
417,94.65630651551636,95886.47521750188,103007.02988854621,94711.56382731601
418,95.06340269165189,95517.95334445573,102635.39927270963,95097.39374117655
419,93.70135074040105,96750.94438118319,103878.79146138068,93806.49390513943
420,94.56541893278425,95968.75076855968,103089.999492101,94625.4241132332
421,94.38920008387043,96128.2720416019,103250.86643996948,94458.41074567362
